collection_no,source_database,collection.authorizer,occurrence.genus_name,original.genus_reso,occurrence.reference_no,collection.reference_no,pubyr,collection_name,country,Continent,latlng_basis,paleolatdec,Lat Bin,paleolngdec,period,epoch,subepoch,stage,10_my_bin,FR2_bin,max_interval,min_interval,interval_base,interval_top,interval_midpoint,interpolated_base,interpolated_top,interpolated_mid,ma_max,ma_min,ma_mid,formation,lithology1
14458,Fossilworks,J. Alroy,Richardoestesia,,17857,2237,1986,Fales Rocks 1,United States,North America,stated in text,49.66,N2,-75.82,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,,,0,75.5,75.3,75.4,Mesaverde,conglomerate
14465,Fossilworks,J. Alroy,Richardoestesia,,17857,2237,1986,Jerry Case Five,United States,North America,stated in text,50.97,N2,-75.73,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,84.9,70.6,77.75,Mesaverde,sandstone
14434,Fossilworks,J. Alroy,Richardoestesia,,13752,1098,1992,Blackbird Ridge Quarry (BR),United States,North America,based on political unit,53.15,N2,-76.17,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,80.9,76.2,78.55,Judith River,not reported
14457,Fossilworks,J. Alroy,Richardoestesia,,13752,1098,1992,Emily's Ankle Quarry (EAQ),United States,North America,based on political unit,53.15,N2,-76.17,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,80.9,76.2,78.55,Judith River,not reported
14437,Fossilworks,J. Alroy,Richardoestesia,,13752,25474,1984,Careless Creek Quarry (CCQ),United States,North America,based on political unit,53.42,N2,-77,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,80.9,80.7,80.8,Judith River,sandstone
14462,Fossilworks,J. Alroy,Richardoestesia,,13591,1487,1989,Hidden Valley Quarry (HVQ),United States,North America,estimated from map,53.54,N2,-76.19,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,77.05,70.6,73.825,80.9,76.2,78.55,Judith River,sandstone
77259,ETE,M. Carrano,Richardoestesia,,48570,26153,2007,Sage Creek Grazing Reserve (RTMP),Canada,North America,stated in text,55.23,N2,-76.35,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,"""shale"""
45819,ETE,M. Carrano,Richardoestesia,,48570,11964,2001,"Hanna's Site, RTMP L1132",Canada,North America,stated in text,56.24,N2,-75.37,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,78.8,78.6,78.7,Oldman,sandstone
45819,ETE,M. Carrano,Richardoestesia,,48570,11964,2001,"Hanna's Site, RTMP L1132",Canada,North America,stated in text,56.24,N2,-75.37,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,78.8,78.6,78.7,Oldman,sandstone
45821,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Confluence Site, RTMP L1134",Canada,North America,stated in text,56.25,N2,-75.36,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,81.3,76.2,78.75,Oldman,sandstone
34320,Fossilworks,J. Alroy,Richardoestesia,,9017,9017,1997,Millar Bonebed Site,Canada,North America,based on nearby landmark,56.31,N2,-75.95,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,79.7,79.5,79.6,Dinosaur Park,mudstone
24894,PaleoDB,M. Carrano,Richardoestesia,,48570,29037,2002,Onefour Car Park (RTMP),Canada,North America,based on nearby landmark,56.31,N2,-75.94,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,not reported
45566,ETE,M. Carrano,Richardoestesia,,48570,42675,2000,"Wendy's Site, RTMP L1127",Canada,North America,stated in text,56.39,N2,-76.48,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,79.2,74.9,77.05,81.3,76.2,78.75,Oldman,sandstone
45566,ETE,M. Carrano,Richardoestesia,,48570,42675,2000,"Wendy's Site, RTMP L1127",Canada,North America,stated in text,56.39,N2,-76.48,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,79.2,74.9,77.05,81.3,76.2,78.75,Oldman,sandstone
45561,ETE,M. Carrano,Richardoestesia,,11964,42675,2000,"Pinhorn Range #2, RTMP L1124",Canada,North America,stated in text,56.4,N2,-76.39,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,,,0,81.3,76.2,78.75,Foremost,sandstone
45564,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Pinhorn Range #1, RTMP L1125",Canada,North America,stated in text,56.4,N2,-76.39,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,,,0,81.3,81.1,81.2,Foremost,sandstone
45897,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Come-By-Chance, RTMP L1139",Canada,North America,stated in text,56.43,N2,-76.2,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,78.8,78.6,78.7,Oldman,siltstone
45898,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Rainy Day Site, RTMP L1140",Canada,North America,stated in text,56.43,N2,-76.2,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,80.9,76.2,78.55,Oldman,sandstone
45894,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Old Road Site, RTMP L1138",Canada,North America,stated in text,56.8,N2,-74.97,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Campanian,,84.9,70.6,77.75,,,0,80.9,76.2,78.55,Oldman,sandstone
53049,ETE,M. Carrano,Richardoestesia,,48570,12559,1994,"Little Diablo's Hill, Devil's Coulee",Canada,North America,based on nearby landmark,56.84,N2,-77.78,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,83.8,73.7,78.75,Oldman,mudstone
53049,ETE,M. Carrano,Richardoestesia,,52782,12559,1994,"Little Diablo's Hill, Devil's Coulee",Canada,North America,based on nearby landmark,56.84,N2,-77.78,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,83.8,73.7,78.75,Oldman,mudstone
52991,ETE,M. Carrano,Richardoestesia,,48570,14287,1997,Devil's Coulee,Canada,North America,estimated from map,56.93,N2,-78.2,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Oldman,mudstone
45671,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Prairie Level Site, RTMP L1130",Canada,North America,stated in text,56.95,N2,-75.79,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,80.1,76.2,78.15,Oldman,sandstone
45892,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Cecil Nesmo's #2, RTMP L1136",Canada,North America,stated in text,56.96,N2,-75.8,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,81.3,76.2,78.75,Oldman,sandstone
45674,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Hanna's Ankylosaur Site, RTMP L1131",Canada,North America,stated in text,56.97,N2,-75.78,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,78.8,78.6,78.7,Oldman,sandstone
14463,Fossilworks,J. Alroy,Richardoestesia,,48570,1517,1979,Irvine microvertebrate site,Canada,North America,stated in text,57.05,N2,-75.2,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Judithian,,84.9,70.6,77.75,,,0,74.7,74.5,74.6,Dinosaur Park,not reported
45565,ETE,M. Carrano,Richardoestesia,,11964,11964,2001,"Hoodoo Site, RTMP L1126",Canada,North America,stated in text,57.22,N2,-75.93,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,,,0,81.3,76.2,78.75,Oldman,sandstone
67879,ETE,M. Carrano,Richardoestesia,,19348,19348,1998,"S.P. #1, South Saskatchewan River",Canada,North America,stated in text,57.83,N2,-75.47,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,79.2,74.9,77.05,84.9,70.6,77.75,Oldman,sandstone
76030,Fossilworks,J. Alroy,Richardoestesia,,48570,25724,2006,Iddesleigh (TMP 98),Canada,North America,based on nearby landmark,58,N2,-75.84,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,sandstone
67874,ETE,M. Carrano,Richardoestesia,,19348,19348,1998,"RTMP L1122, Ryan's",Canada,North America,stated in text,58.04,N2,-75.91,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,sandstone
45684,ETE,M. Carrano,Richardoestesia,,11751,12060,1924,"2.5 miles south of mouth, Little Sandhill Creek",Canada,North America,stated in text,58.05,N2,-76.08,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,81.3,76.2,78.75,Dinosaur Park,not reported
67871,ETE,M. Carrano,Richardoestesia,,19348,19348,1998,RTMP BB 135,Canada,North America,based on nearby landmark,58.05,N2,-76.08,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,sandstone
45238,Fossilworks,J. Alroy,Richardoestesia,,19348,5929,1990,RTMP BB 25,Canada,North America,stated in text,58.05,N2,-76.06,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.2,79,79.1,Dinosaur Park,sandstone
46953,PaleoDB,M. Carrano,Richardoestesia,,19348,9243,1994,RTMP BB 75,Canada,North America,stated in text,58.05,N2,-76.05,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,sandstone
45260,Fossilworks,J. Alroy,Richardoestesia,,19348,5929,1990,RTMP BB 119,Canada,North America,stated in text,58.05,N2,-76.04,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.2,79,79.1,Dinosaur Park,sandstone
45261,Fossilworks,J. Alroy,Richardoestesia,,19348,5929,1990,RTMP BB 97,Canada,North America,stated in text,58.05,N2,-76.01,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.2,79,79.1,Dinosaur Park,sandstone
22695,ETE,A. Behrensmeyer,Richardoestesia,,19348,5929,1990,"Francois Site, RTMP BB 106",Canada,North America,stated in text,58.05,N2,-75.94,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79,79.35,Dinosaur Park,sandstone
47791,PaleoDB,R. Whatley,Richardoestesia,,19348,5930,1990,"Jim's Site, RTMP BB 115",Canada,North America,stated in text,58.05,N2,-75.9,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,84.9,70.6,77.75,Dinosaur Park,mudstone
22696,ETE,A. Behrensmeyer,Richardoestesia,,19348,5929,1990,"Peter's Site, RTMP BB 94",Canada,North America,stated in text,58.05,N2,-75.84,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79,79.35,Dinosaur Park,sandstone
45264,Fossilworks,J. Alroy,Richardoestesia,,19348,16643,1986,RTMP BB 86,Canada,North America,stated in text,58.06,N2,-76.06,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.2,79,79.1,Dinosaur Park,sandstone
47816,PaleoDB,R. Whatley,Richardoestesia,,19348,16643,1986,"RTMP BB 31, DPP",Canada,North America,stated in text,58.06,N2,-76.03,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,74.9,70.6,72.75,79.2,79,79.1,Dinosaur Park,sandstone
45240,Fossilworks,J. Alroy,Richardoestesia,,19348,5929,1990,RTMP BB 105,Canada,North America,stated in text,58.07,N2,-76.07,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Middle Campanian,,84.9,70.6,77.75,,,0,79.2,79,79.1,Oldman,sandstone
22698,ETE,A. Behrensmeyer,Richardoestesia,,19348,5929,1990,RTMP BB 104,Canada,North America,stated in text,58.07,N2,-76.07,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,Late/Upper Campanian,,84.9,70.6,77.75,,,0,79.7,79,79.35,Dinosaur Park,sandstone
